objectClass;ou;distinguishedName;name;homeMDB;cn;sn;c;telephoneNumber;facsimileTelephoneNumber;givenName;displayName;co;company;countryCode;employeeID;sAMAccountName;userPrincipalName;manager;mobile;pager;mail;member;groupType;
user;;CN=suzanadec,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;suzanadec;;suzanadec;Canuto;US;+1 650 555 4556;+1 650 555 2000;Suzana De Abreu;;UNITED STATES;Contoso;0;337513;suzanadec;suzanadec@perimeter.contoso.com;CN=tcarlson,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 7210;+1 888 555 8426;suzanadec@Contoso.com;;;
user;;CN=francoisa,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;francoisa;;francoisa;Ajenstat;US;+1 214 555 9680;+1 214 555 5900;Francois;;UNITED STATES;Contoso;0;122999;francoisa;francoisa@perimeter.contoso.com;CN=tcarlson,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 9030;+1 888 555 5315;francoisa@Contoso.com;;;
user;;CN=wendyk,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;wendyk;;wendyk;Kahn;US;+1 212 555 7700;+1 212 555 3290;Wendy;;UNITED STATES;Contoso;0;784786;wendyk;wendyk@perimeter.contoso.com;CN=tcarlson,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 7146;+1 888 555 3780;wendyk@Contoso.com;;;
user;;CN=bonnies,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;bonnies;;bonnies;Skelly;US;+1 650 555 9635;+1 650 555 2000;Bonnie;;UNITED STATES;Contoso;0;156133;bonnies;bonnies@perimeter.contoso.com;CN=dbradley,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 1000;+1 888 555 7551;bonnies@Contoso.com;;;
user;;CN=davidolil,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;davidolil;;davidolil;Lawrence;US;+1 650 555 6302;+1 650 555 2000;David Oliver;;UNITED STATES;Contoso;0;501416;davidolil;davidolil@perimeter.contoso.com;CN=mzwilling,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 5991;+1 888 555 3092;davidolil@Contoso.com;;;
user;;CN=timothys,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;timothys;;timothys;Sneath;US;+1 650 555 4440;+1 650 555 2000;Timothy (Tim);;UNITED STATES;Contoso;0;580576;timothys;timothys@perimeter.contoso.com;CN=janainabb,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 1226;+1 888 555 5926;timothys@Contoso.com;;;
user;;CN=pauloserp,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;pauloserp;;pauloserp;Pinto;US;+1 650 555 5735;+1 650 555 2000;Paulo Sergio Da Silva;;UNITED STATES;Contoso;0;647441;pauloserp;pauloserp@perimeter.contoso.com;CN=dbradley,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 6011;+1 888 555 4359;pauloserp@Contoso.com;;;
user;;CN=psingh,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;psingh;;psingh;Singh;US;+1 650 555 5237;+1 650 555 2000;Surinder (Paul);;UNITED STATES;Contoso;0;589765;psingh;psingh@perimeter.contoso.com;CN=dbradley,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 1357;+1 888 555 6042;psingh@Contoso.com;;;
user;;CN=bmurray,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;bmurray;;bmurray;Murray;UK;;;Billie Jo;;UNITED KINGDOM;Fabrikam;0;772121;bmurray;bmurray@perimeter.contoso.com;CN=juhapekkp,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;;;billiejom@fabrikam.com;;;
user;;CN=gerickson,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;gerickson;;gerickson;Erickson;US;+1 650 555 9210;+1 650 555 2000;Gail;;UNITED STATES;Contoso;0;110724;gerickson;gerickson@perimeter.contoso.com;CN=janainabb,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 6400;+1 888 555 4757;gerickson@Contoso.com;;;
user;;CN=jwilliams,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;jwilliams;;jwilliams;Williams;US;+1 650 555 7442;+1 650 555 2000;Jill;;UNITED STATES;Contoso;0;502345;jwilliams;jwilliams@perimeter.contoso.com;CN=psingh,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 1641;+1 888 555 5337;jwilliams@Contoso.com;;;
user;;CN=juhapekkp,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;juhapekkp;;juhapekkp;Posti;US;+1 650 555 1752;+1 650 555 2000;Juha-Pekka;;UNITED STATES;Contoso;0;537701;juhapekkp;juhapekkp@perimeter.contoso.com;CN=pauloserp,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 8684;+1 888 555 9768;juhapekkp@Contoso.com;;;
user;;CN=rkelly,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;rkelly;;rkelly;Kelly;UK;;;Robert (Bob);;UNITED KINGDOM;Fabrikam;0;700200;rkelly;rkelly@perimeter.contoso.com;CN=juhapekkp,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;;;robertk@fabrikam.com;;;
user;;CN=janainabb,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;janainabb;;janainabb;Bueno;US;+1 212 555 3298;+1 212 555 3290;Janaina Barreiro Gambaro;;UNITED STATES;Contoso;0;57339;janainabb;janainabb@perimeter.contoso.com;CN=dbradley,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 2096;+1 888 555 3175;janainabb@Contoso.com;;;
user;;CN=garrettv,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;garrettv;;garrettv;Vargas;US;+1 650 555 2364;+1 650 555 2000;Garrett;;UNITED STATES;Contoso;0;726490;garrettv;garrettv@perimeter.contoso.com;CN=davidolil,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 7704;+1 888 555 4239;garrettv@Contoso.com;;;
user;;CN=kevinh,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;kevinh;;kevinh;Homer;US;+1 650 555 9210;+1 650 555 2000;Kevin;;UNITED STATES;Contoso;0;593570;kevinh;kevinh@perimeter.contoso.com;CN=davidolil,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 9707;+1 888 555 2546;kevinh@Contoso.com;;;
user;;CN=isalmre,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;isalmre;;isalmre;Salmre;US;+1 212 555 8654;+1 212 555 3290;Ivo;;UNITED STATES;Contoso;0;812402;isalmre;isalmre@perimeter.contoso.com;CN=bonnies,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 8280;+1 888 555 2906;isalmre@Contoso.com;;;
user;;CN=hvalentin,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;hvalentin;;hvalentin;Valentine;US;+1 212 555 8942;+1 212 555 3290;H. Brian;;UNITED STATES;Contoso;0;52379;hvalentin;hvalentin@perimeter.contoso.com;CN=dbradley,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 1282;+1 888 555 5960;hvalentin@Contoso.com;;;
user;;CN=jsaraiva,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;jsaraiva;;jsaraiva;Saraiva;US;+1 650 555 9159;+1 650 555 2000;Jose;;UNITED STATES;Contoso;0;521976;jsaraiva;jsaraiva@perimeter.contoso.com;CN=bonnies,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 3275;+1 888 555 6956;jsaraiva@Contoso.com;;;
user;;CN=ycheng,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;ycheng;;ycheng;Cheng;UK;;;Yao-Qiang;;UNITED KINGDOM;Fabrikam;0;578041;ycheng;ycheng@perimeter.contoso.com;CN=juhapekkp,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;;;yaoqiangc@fabrikam.com;;;
user;;CN=mdempsey,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;mdempsey;;mdempsey;Dempsey;US;+1 425 555 6122;+1 425 555 1500;Mary (Molly);;UNITED STATES;Contoso;0;516825;mdempsey;mdempsey@perimeter.contoso.com;CN=timothys,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 9297;+1 888 555 3926;mdempsey@Contoso.com;;;
user;;CN=jptaszyn,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;jptaszyn;;jptaszyn;Ptaszynski;UK;;;James (Jim);;UNITED KINGDOM;Fabrikam;0;139591;jptaszyn;jptaszyn@perimeter.contoso.com;CN=juhapekkp,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;;;jptaszyns@fabrikam.com;;;
user;;CN=skastner,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;skastner;;skastner;Kastner;US;+1 425 555 5920;+1 425 555 1500;Steven;;UNITED STATES;Contoso;0;931181;skastner;skastner@perimeter.contoso.com;CN=davidolil,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 5594;+1 888 555 7926;skastner@Contoso.com;;;
user;;CN=stejani,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;stejani;;stejani;Tejani;UK;;;Sameer;;UNITED KINGDOM;Fabrikam;0;171880;stejani;stejani@perimeter.contoso.com;CN=juhapekkp,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;;;sameert@fabrikam.com;;;
user;;CN=dburnell,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;dburnell;;dburnell;Burnell;US;+1 650 555 4731;+1 650 555 2000;Dana;;UNITED STATES;Contoso;0;709772;dburnell;dburnell@perimeter.contoso.com;CN=davidolil,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 5658;+1 888 555 1010;dburnell@Contoso.com;;;
user;;CN=cdawson,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;cdawson;;cdawson;Dawson;US;+1 425 555 8328;+1 425 555 1500;C. Matt;;UNITED STATES;Contoso;0;234084;cdawson;cdawson@perimeter.contoso.com;CN=psingh,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 8640;+1 888 555 2677;cdawson@Contoso.com;;;
user;;CN=michaelb,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;michaelb;;michaelb;Blythe;US;+1 425 555 5907;+1 425 555 1500;Michael;;UNITED STATES;Contoso;0;167569;michaelb;michaelb@perimeter.contoso.com;CN=davidolil,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 7165;+1 888 555 7901;michaelb@Contoso.com;;;
user;;CN=aalberts,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;aalberts;;aalberts;Alberts;US;+1 650 555 7401;+1 650 555 2000;Amy;;UNITED STATES;Contoso;0;61054;aalberts;aalberts@perimeter.contoso.com;CN=davidolil,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 7539;+1 888 555 5685;aalberts@Contoso.com;;;
user;;CN=rachelv,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;rachelv;;rachelv;Valdez;US;+1 650 555 4562;+1 650 555 2000;Rachel;;UNITED STATES;Contoso;0;96023;rachelv;rachelv@perimeter.contoso.com;CN=davidolil,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 2741;+1 888 555 2311;rachelv@Contoso.com;;;
user;;CN=arvindr,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;arvindr;;arvindr;Rao;US;+1 425 555 6938;+1 425 555 1500;Arvind;;UNITED STATES;Contoso;0;997660;arvindr;arvindr@perimeter.contoso.com;CN=bonnies,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;+1 917 555 8401;+1 888 555 6903;arvindr@Contoso.com;;;
organizationalUnit;Groups;OU=Groups,OU=Accounts,DC=perimeter,DC=contoso,DC=com;Groups;;;;;;;;;;;;;;;;;;;;;
group;;CN=Sales,OU=Groups,OU=Accounts,DC=perimeter,DC=contoso,DC=com;Sales;;Sales;;;;;;Sales;;;;;21;;;;;;CN=psingh,OU=Employees,OU=Accounts,DC=perimeter,DC=contoso,DC=com;-2147483646;
