objectClass;ou;distinguishedName;name;homeMDB;cn;sn;c;telephoneNumber;facsimileTelephoneNumber;givenName;displayName;co;company;countryCode;employeeID;sAMAccountName;userPrincipalName;manager;mobile;pager;targetAddress;title;l;department;
user;;CN=jsaraiva,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;jsaraiva;CN=First Mailbox Store (SG1);jsaraiva;Saraiva;US;+1 650 555 6587;+1 650 555 5500;Jose;Saraiva, Jose;UNITED STATES;Contoso;0;521976;jsaraiva;jsaraiva@na.corp.contoso.com;CN=bonnies,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 9456;+1 888 555 3755;;IT Technician;Palo Alto;Information Technology;
user;;CN=hanswaltu,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;hanswaltu;CN=Second Mailbox Store (SG1);hanswaltu;Untch;US;+1 650 555 3580;+1 650 555 2100;Hans-Walter;Untch, Hans-Walter;UNITED STATES;Contoso;0;524900;hanswaltu;hanswaltu@na.corp.contoso.com;CN=psingh,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 4650;+1 888 555 5900;;Sales Representative;Palo Alto;Sales;
user;;CN=rvarkeych,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;rvarkeych;CN=Second Mailbox Store (SG1);rvarkeych;Varkey Chudukatil;US;+1 212 555 7471;+1 212 555 3204;Ranjit;Varkey Chudukatil, Ranjit;UNITED STATES;Contoso;0;534135;rvarkeych;rvarkeych@na.corp.contoso.com;CN=bonnies,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 3246;+1 866 555 2606;;Lead IT Analyst;New York;Information Technology;
user;;CN=juhapekkp,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;juhapekkp;CN=Second Mailbox Store (SG1);juhapekkp;Posti;US;+1 214 555 2339;+1 214 555 6000;Juha-Pekka;Posti, Juha-Pekka;UNITED STATES;Contoso;0;537701;juhapekkp;juhapekkp@na.corp.contoso.com;CN=pauloserp,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 214 555 6966;;;Research & Development Manager;Dallas;Research & Development;
user;;CN=johcampbe,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;johcampbe;CN=Second Mailbox Store (SG2);johcampbe;Campbell;US;+1 650 555 2837;+1 650 555 4000;John;Campbell, John (004);UNITED STATES;Contoso;0;538935;johcampbe;johcampbe@na.corp.contoso.com;CN=davidolil,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 0058;+1 888 555 2500;;Group Customer Service Representative;Palo Alto;Customer Service;
user;;CN=katherinb,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;katherinb;CN=Second Mailbox Store (SG1);katherinb;Berger;US;+1 650 555 3092;+1 650 555 4500;Katherine (Kate);Berger, Kate;UNITED STATES;Contoso;0;545427;katherinb;katherinb@na.corp.contoso.com;CN=tcarlson,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 3457;+1 888 555 8707;;Senior Engineer;Palo Alto;Research & Development;
user;;CN=lsmithba,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;lsmithba;;lsmithba;Smith-Bates;UK;+44 1223 555 568;;Lorrin;Smith-Bates, Lorrin;UNITED KINGDOM;Fabrikam;0;569278;lsmithba;lsmithba@na.corp.contoso.com;CN=juhapekkp,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;;;SMTP:lsmithbat@fabrikam.com;Engineer;Cambridge;Research & Development;
user;;CN=hungfut,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;hungfut;CN=First Mailbox Store (SG1);hungfut;Ting;US;+1 650 555 8578;+1 650 555 4000;Hung-Fu (Tony);Ting, Tony;UNITED STATES;Contoso;0;569642;hungfut;hungfut@na.corp.contoso.com;CN=davidolil,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 5932;+1 888 555 3494;;Cust Svc Rep;Palo Alto;Customer Service;
user;;CN=ycheng,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;ycheng;;ycheng;Cheng;UK;+44 1223 555 342;;Yao-Qiang;Cheng, Yao-Qiang;UNITED KINGDOM;Fabrikam;0;578041;ycheng;ycheng@na.corp.contoso.com;CN=juhapekkp,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;;;SMTP:yaoqiangc@fabrikam.com;Engineer I;Cambridge;Research & Development;
user;;CN=timothys,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;timothys;CN=Second Mailbox Store (SG1);timothys;Sneath;US;+1 212 555 2867;+1 212 555 3204;Timothy (Tim);Sneath, Tim;UNITED STATES;Contoso;0;580576;timothys;timothys@na.corp.contoso.com;CN=janainabb,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 8907;+1 866 555 8393;;Manager Administrative Operations;New York;Operations;
user;;CN=psingh,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;psingh;CN=Second Mailbox Store (SG1);psingh;Singh;US;+1 212 555 4344;+1 212 555 3204;Surinder (Paul);Singh,  Paul;UNITED STATES;Contoso;0;589765;psingh;psingh@na.corp.contoso.com;CN=dbradley,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 2695;+1 866 555 6967;;Director: Sales;New York;Sales;
user;;CN=kmcaskill,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;kmcaskill;CN=First Mailbox Store (SG1);kmcaskill;McAskill-White;US;+1 212 555 2883;+1 212 555 3204;Katie;McAskill-White, Katie;UNITED STATES;Contoso;0;593445;kmcaskill;kmcaskill@na.corp.contoso.com;CN=davidolil,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 4800;+1 866 555 9907;;Customer Service Representative;New York;Customer Service;
user;;CN=kevinh,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;kevinh;CN=First Mailbox Store (SG2);kevinh;Homer;US;+1 650 555 1007;+1 650 555 4000;Kevin;Homer, Kevin;UNITED STATES;Contoso;0;593570;kevinh;kevinh@na.corp.contoso.com;CN=davidolil,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 2004;+1 888 555 6320;;Customer Service Representative;Palo Alto;Customer Service;
user;;CN=bheidepri,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;bheidepri;CN=Second Mailbox Store (SG2);bheidepri;Heidepriem;US;+1 650 555 0654;+1 650 555 4500;Brandon;Heidepriem, Brandon;UNITED STATES;Contoso;0;598298;bheidepri;bheidepri@na.corp.contoso.com;CN=tcarlson,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 3446;+1 888 555 8210;;Senior Engineer;Palo Alto;Research & Development;
user;;CN=treiter,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;treiter;CN=Second Mailbox Store (SG2);treiter;Reiter;US;+1 212 555 9536;+1 212 555 3204;Tsvi;Reiter, Tsvi;UNITED STATES;Contoso;0;607466;treiter;treiter@na.corp.contoso.com;CN=gerickson,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 6513;+1 866 555 8638;;Human Resources Associate;New York;Human Resources;
user;;CN=douglash,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;douglash;CN=First Mailbox Store (SG2);douglash;Hite;US;+1 650 555 4933;+1 650 555 4500;Douglas (Doug);Hite, Doug;UNITED STATES;Contoso;0;634220;douglash;douglash@na.corp.contoso.com;CN=tcarlson,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 6271;+1 888 555 4860;;Assoc. Engineer;Palo Alto;Research & Development;
user;;CN=pauloserp,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;pauloserp;CN=Second Mailbox Store (SG1);pauloserp;Pinto;US;+1 650 555 2348;+1 650 555 4500;Paulo Sergio Da Silva;Pinto, Paulo Sergio Da Silva;UNITED STATES;Contoso;0;647441;pauloserp;pauloserp@na.corp.contoso.com;CN=dbradley,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 3589;+1 888 555 9986;;Director: Research & Development;Palo Alto;Research & Development;
user;;CN=galderson,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;galderson;CN=Second Mailbox Store (SG2);galderson;Alderson;US;+1 650 555 2347;+1 650 555 5500;Gregory (Greg);Alderson, Greg;UNITED STATES;Contoso;0;650059;galderson;galderson@na.corp.contoso.com;CN=bonnies,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 6185;+1 888 555 3292;;IT Analyst I;Palo Alto;Information Technology;
user;;CN=jhenshaw,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;jhenshaw;CN=Second Mailbox Store (SG1);jhenshaw;Henshaw;US;+1 650 555 3476;+1 650 555 4500;Jeff;Henshaw, Jeff;UNITED STATES;Contoso;0;662156;jhenshaw;jhenshaw@na.corp.contoso.com;CN=tcarlson,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 5456;+1 888 555 8385;;Senior Engineer;Palo Alto;Research & Development;
user;;CN=rbyham,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;rbyham;;rbyham;Byham;UK;+44 1223 555 675;;Richard;Byham, Richard;UNITED KINGDOM;Fabrikam;0;681581;rbyham;rbyham@na.corp.contoso.com;CN=juhapekkp,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;;;SMTP:richardb@fabrikam.com;Engineer II;Cambridge;Research & Development;
user;;CN=lianab,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;lianab;CN=First Mailbox Store (SG2);lianab;Borba;US;+1 650 555 0944;+1 650 555 9800;Liana;Borba, Liana;UNITED STATES;Contoso;0;686305;lianab;lianab@na.corp.contoso.com;CN=timothys,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 2328;+1 888 555 8789;;Group Administrative Associate;Palo Alto;Operations;
user;;CN=jocampbel,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;jocampbel;CN=First Mailbox Store (SG1);jocampbel;Campbell;US;+1 650 555 3478;+1 650 555 4500;John;Campbell, John (001);UNITED STATES;Contoso;0;693943;jocampbel;jocampbel@na.corp.contoso.com;CN=tcarlson,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 5614;+1 888 555 8311;;Engineer II;Palo Alto;Research & Development;
user;;CN=jcampbell,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;jcampbell;CN=First Mailbox Store (SG2);jcampbell;Campbell;US;+1 650 555 0954;+1 650 555 4000;John;Campbell, John;UNITED STATES;Contoso;0;694788;jcampbell;jcampbell@na.corp.contoso.com;CN=davidolil,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 5487;+1 888 555 5037;;Lead Customer Service Representative;Palo Alto;Customer Service;
user;;CN=lchia,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;lchia;CN=Second Mailbox Store (SG1);lchia;Chia;US;+1 650 555 3458;+1 650 555 9800;Lee;Chia, Lee;UNITED STATES;Contoso;0;696927;lchia;lchia@na.corp.contoso.com;CN=janainabb,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 5649;+1 888 555 9918;;MailRoom Associate;Palo Alto;Operations;
user;;CN=rkelly,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;rkelly;;rkelly;Kelly;UK;+44 1223 555 576;;Robert (Bob);Kelly, Bob;UNITED KINGDOM;Fabrikam;0;700200;rkelly;rkelly@na.corp.contoso.com;CN=juhapekkp,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;;;SMTP:robertk@fabrikam.com;Engineer;Cambridge;Research & Development;
user;;CN=dburnell,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;dburnell;CN=Second Mailbox Store (SG2);dburnell;Burnell;US;+1 650 555 4589;+1 650 555 4000;Dana;Burnell, Dana;UNITED STATES;Contoso;0;709772;dburnell;dburnell@na.corp.contoso.com;CN=davidolil,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 6787;+1 888 555 7347;;Customer Service Representative;Palo Alto;Customer Service;
user;;CN=kokhol,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;kokhol;CN=First Mailbox Store (SG1);kokhol;Loh;US;+1 650 555 3478;+1 650 555 4000;Kok-Ho;Loh, Kok-Ho;UNITED STATES;Contoso;0;722805;kokhol;kokhol@na.corp.contoso.com;CN=davidolil,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 3455;+1 888 555 5452;;Customer Service Representative;Palo Alto;Customer Service;
user;;CN=garrettv,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;garrettv;CN=Second Mailbox Store (SG2);garrettv;Vargas;US;+1 650 555 3578;+1 650 555 4000;Garrett;Vargas, Garrett;UNITED STATES;Contoso;0;726490;garrettv;garrettv@na.corp.contoso.com;CN=davidolil,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 2436;+1 888 555 8227;;Customer Service Representative;Palo Alto;Customer Service;
user;;CN=mray,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;mray;;mray;Ray;UK;+44 1223 555 110;;Michael;Ray, Michael;UNITED KINGDOM;Fabrikam;0;729845;mray;mray@na.corp.contoso.com;CN=juhapekkp,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;;;SMTP:michaelr@fabrikam.com;Engineer I;Cambridge;Research & Development;
user;;CN=dkeiser,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;dkeiser;CN=Second Mailbox Store (SG1);dkeiser;Keiser;US;+1 425 555 6174;+1 425 555 7100;Debra;Keiser, Debra;UNITED STATES;Contoso;0;745104;dkeiser;dkeiser@na.corp.contoso.com;CN=tcarlson,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 425 555 5454;+1 800 555 2411;;Engineer;Redmond;Research & Development;
user;;CN=davidl,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;davidl;CN=Second Mailbox Store (SG2);davidl;Liu;US;+1 650 555 3458;+1 650 555 4500;David;Liu, David;UNITED STATES;Contoso;0;759939;davidl;davidl@na.corp.contoso.com;CN=tcarlson,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 3493;+1 888 555 8252;;Lead Bio-Chem Engineer;Palo Alto;Research & Development;
user;;CN=ccombel,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;ccombel;CN=Second Mailbox Store (SG2);ccombel;Combel;US;+1 650 555 0098;+1 650 555 2100;Craig;Combel, Craig;UNITED STATES;Contoso;0;760513;ccombel;ccombel@na.corp.contoso.com;CN=psingh,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 5485;+1 888 555 5900;;Sales Representative;Palo Alto;Sales;
user;;CN=bmurray,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;bmurray;;bmurray;Murray;UK;+44 1223 555 769;;Billie Jo;Murray, Billie Jo;UNITED KINGDOM;Fabrikam;0;772121;bmurray;bmurray@na.corp.contoso.com;CN=juhapekkp,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;;;SMTP:billiejom@fabrikam.com;Bio-Chem Engineer;Cambridge;Research & Development;
user;;CN=davidr,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;davidr;CN=First Mailbox Store (SG1);davidr;Ryan;US;+1 650 555 3194;+1 650 555 4000;David (Dave);Ryan, Dave;UNITED STATES;Contoso;0;778097;davidr;davidr@na.corp.contoso.com;CN=davidolil,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 3546;+1 888 555 6968;;Group Customer Service Representative;Palo Alto;Customer Service;
user;;CN=wendyk,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;wendyk;CN=Second Mailbox Store (SG1);wendyk;Kahn;US;+1 650 555 1299;+1 650 555 4500;Wendy;Kahn, Wendy;UNITED STATES;Contoso;0;784786;wendyk;wendyk@na.corp.contoso.com;CN=tcarlson,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 9873;+1 888 555 3738;;Bio-Chem Engineer II;Palo Alto;Research & Development;
user;;CN=isalmre,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;isalmre;CN=Second Mailbox Store (SG1);isalmre;Salmre;US;+1 650 555 3546;+1 650 555 5500;Ivo;Salmre, Ivo;UNITED STATES;Contoso;0;812402;isalmre;isalmre@na.corp.contoso.com;CN=bonnies,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 6549;+1 888 555 9500;;IT Technician II;Palo Alto;Information Technology;
user;;CN=gsandoval,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;gsandoval;CN=Second Mailbox Store (SG2);gsandoval;Sandoval;US;+1 650 555 3458;+1 650 555 1000;Giraldo;Sandoval, Giraldo;UNITED STATES;Contoso;0;820313;gsandoval;gsandoval@na.corp.contoso.com;CN=janainabb,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 9832;+1 888 555 9830;;Security Manager;Palo Alto;Facilities;
user;;CN=jwilson,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;jwilson;CN=Second Mailbox Store (SG2);jwilson;Wilson;US;+1 650 555 4356;+1 650 555 4000;James (Jim);Wilson, Jim;UNITED STATES;Contoso;0;836633;jwilson;jwilson@na.corp.contoso.com;CN=davidolil,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 6843;+1 888 555 7049;;Customer Service Representative;Palo Alto;Customer Service;
user;;CN=nmirchand,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;nmirchand;CN=Second Mailbox Store (SG2);nmirchand;Mirchandani;US;+1 650 555 3547;+1 650 555 4500;Nitin;Mirchandani, Nitin;UNITED STATES;Contoso;0;869138;nmirchand;nmirchand@na.corp.contoso.com;CN=tcarlson,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 6842;+1 888 555 1796;;Engineer;Palo Alto;Research & Development;
user;;CN=rbarker,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;rbarker;;rbarker;Barker;UK;+44 1223 555 105;;Robert;Barker, Robert;UNITED KINGDOM;Fabrikam;0;871357;rbarker;rbarker@na.corp.contoso.com;CN=juhapekkp,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;;;SMTP:robertb@fabrikam.com;Lead Bio-Chemical Engineer;Cambridge;Research & Development;
user;;CN=eliotg,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;eliotg;CN=First Mailbox Store (SG2);eliotg;Graff;US;+1 650 555 4560;+1 650 555 9800;Eliot;Graff, Eliot;UNITED STATES;Contoso;0;895252;eliotg;eliotg@na.corp.contoso.com;CN=timothys,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 8973;+1 888 555 1666;;Administrative Associate;Palo Alto;Operations;
user;;CN=galtman,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;galtman;CN=Second Mailbox Store (SG1);galtman;Altman;US;+1 650 555 1004;+1 650 555 4500;Gary;Altman, Gary;UNITED STATES;Contoso;0;926993;galtman;galtman@na.corp.contoso.com;CN=tcarlson,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 6873;+1 888 555 8881;;Engineer I;Palo Alto;Research & Development;
user;;CN=skastner,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;skastner;CN=First Mailbox Store (SG2);skastner;Kastner;US;+1 650 555 3546;+1 650 555 4000;Steven;Kastner, Steven;UNITED STATES;Contoso;0;931181;skastner;skastner@na.corp.contoso.com;CN=davidolil,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 3434;+1 888 555 1989;;Customer Service Representative;Palo Alto;Customer Service;
user;;CN=ehagens,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;ehagens;CN=Second Mailbox Store (SG1);ehagens;Hagens;US;+1 650 555 0098;+1 650 555 9800;Erin;Hagens, Erin;UNITED STATES;Contoso;0;938103;ehagens;ehagens@na.corp.contoso.com;CN=timothys,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 8434;+1 888 555 6884;;Lead Administrative Associate;Palo Alto;Operations;
user;;CN=mhines,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;mhines;CN=Second Mailbox Store (SG2);mhines;Hines;US;+1 650 555 3444;+1 650 555 4500;Mike (Michael);Hines, Michael;UNITED STATES;Contoso;0;949529;mhines;mhines@na.corp.contoso.com;CN=tcarlson,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 9863;+1 888 555 9561;;Engineer II;Palo Alto;Research & Development;
user;;CN=arvindr,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;arvindr;CN=Second Mailbox Store (SG2);arvindr;Rao;US;+1 650 555 5916;+1 650 555 5500;Arvind;Rao, Arvind;UNITED STATES;Contoso;0;997660;arvindr;arvindr@na.corp.contoso.com;CN=bonnies,OU=Employees,OU=ContosoCorp,DC=na,DC=corp,DC=contoso,DC=com;+1 917 555 3433;+1 888 555 6643;;Lead IT Technician;Palo Alto;Information Technology;
